NOMBRE ESTACION,Moravia,Universidad,Ruta N,Robledo,Campus Nacional,Dian Alpujarra,Distrito Creativo,Plaza de La Libertad,Parque de Las Luces II,Pies Descalzos I,Area Metropolitana,Plaza Mayor,Parque de Las Luces I,Pies Descalzos II,Málaga,Palacé,Museo de Antioquia,San Antonio,Parque Berrio,Palacio de la Cultura,SIU-UdeA,Primer Parque de Laureles,Otra Banda,Parque San Joaquín,Florida Nueva,Cacique Candela,María Mulata,Circular Primera,Batallón,Calle 51 Los Colores,Segundo Parque de Laureles,San Joaquín,Orquídeas,Santa Teresita,La 65,San Pedro y San Pablo,Parque de Los Mangos,Pedro Nel Gómez,Estadio,Suramericana,Colombia,San Juan,UPB,Los Colores,Floresta,Parque de los Enamorados,Salazar y Herrera,Unicentro,Calle 19A Villa Carlota,Politécnico,Telemedellín,Industriales Metro,MAMM,Río Aburrá,Villa Carlota,Ciudad del Río,Industriales Metroplús,Nutibara,Juan Pablo II,Picacha la 76,Parques del río,La 33,Rosales,Maria Luisa Calle,Unidad Deportiva de Belén,Bulerias,Cafetero,Metro Envigado Sur,Metro Envigado Norte,Auxiliar Metro Envigado,La Ultima Estación,Pista de Patinaje,Villas de Vallejuelos,Iglesia Alcalá,Los Urapanes,Parque Débora Arango,Porton de Alcalá,El MUA,Viva Envigado,Guanteros,Envigado Centro,Puente fundadores,Sabaneta Metro,Las Vegas 69 Sur,Santa Ana,Calle Nueva,La Barquereña,Entre amigos,Sabaneta Centro,Aves María,Biblioteca Sabaneta,Parque 4 Elementos,Puente de la 77 Sur,Metro Itaguí I,Metro Itaguí II,Bahía Ciclovia,Ideas,Parque Itaguí,Metróplus Cami,Doña María,Los Naranjos,Villa Paula,Parque el Artista,Puente pan de Queso I,Puente pan de Queso II,Metro Bello,Parque Bello,Paraná,San Cayetano
Parque de los Enamorados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.4,2421.0,5209.7,6056.5,5261.0,3806.1,4467.2,3970.8,4861.0,4842.8,3613.0,3107.6,4607.5,3761.2,1842.9,2632.3,3499.4,5275.5,3246.9,2695.4,2636.6,10569.9,10469.9,10636.4,10934.7,11139.7,11390.1,11092.4,10635.4,10861.7,11212.6,11055.4,10087.1,11209.5,11077.8,10684.4,13249.0,13605.9,13681.4,14511.8,13978.3,14203.6,14306.7,14647.7,14245.8,13783.6,14236.4,11798.9,11798.9,11336.1,11111.8,10801.0,10816.1,10426.6,10871.0,10451.0,9719.3,10326.9,10430.5,10015.8,9991.3,13627.5,14070.1
Salazar y Herrera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2824.5,5735.1,6560.5,5763.3,4270.8,4969.5,4473.2,5363.4,5345.1,4162.8,3677.6,4835.3,3877.8,2412.9,3202.3,3727.3,5503.4,3633.9,2913.3,3023.6,11139.9,11039.9,11206.5,11438.7,11643.7,11894.1,11596.5,11139.4,11365.7,11716.7,11559.4,10591.1,11713.5,11581.8,11188.5,13819.0,14175.9,14251.4,15081.8,14548.3,14773.6,14876.7,15217.7,14815.8,14353.6,14806.4,12368.9,12368.9,11906.2,11681.8,11371.0,11386.1,10996.6,11441.1,11021.0,10289.3,10896.9,11000.5,10119.5,10095.0,14197.6,14640.1
Unicentro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3805.4,4387.8,3856.6,2434.3,3062.8,2566.5,3456.7,3438.5,2084.3,1374.1,2482.0,1686.0,1092.8,898.8,1373.9,3150.0,937.1,569.9,321.2,8473.8,8373.8,8540.3,8933.2,9138.2,9394.5,9090.9,8749.3,8948.9,9397.7,9240.5,8169.9,9394.6,9262.9,8741.6,11152.8,11509.7,11585.2,12415.6,11882.1,12107.4,12210.5,12551.6,12149.6,11687.4,12140.2,9702.7,9702.7,9240.0,9015.7,8704.9,8719.9,8330.4,8774.9,8354.8,7623.1,8230.7,8334.3,11697.6,11673.1,11531.4,11973.9
Calle 19A Villa Carlota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.7,509.7,1270.0,1011.1,1091.5,1238.3,1279.9,1744.1,2403.9,4365.1,4306.2,3202.6,3083.6,3347.7,4728.0,2974.4,3864.6,3454.6,6993.3,6809.3,7059.8,6807.5,7012.5,7262.9,6965.3,6508.2,6734.5,7066.2,6908.9,5959.9,7053.7,6919.2,6557.3,9953.4,9958.7,9837.3,10717.8,10098.6,10519.5,10462.7,10803.7,10451.8,9939.5,10838.4,8551.4,8551.4,8050.1,8118.0,7807.2,7822.2,7432.7,7877.2,7457.1,6725.4,6951.5,6910.4,13620.5,13596.1,10633.7,10830.3
Politécnico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.6,2310.3,1575.1,2096.8,1172.8,2014.4,2739.0,3260.3,4317.1,4814.0,4227.8,4063.2,3844.6,3510.8,3499.1,4438.2,4217.4,5160.6,4976.5,5227.1,4974.7,5179.7,5430.2,5132.5,4675.4,4901.7,5252.7,5095.4,4127.1,5249.5,5117.8,4724.5,8120.6,8126.0,8004.5,8885.0,8265.8,8686.7,8629.9,8970.9,8619.0,8106.7,9005.6,6796.2,6796.2,6294.9,6390.9,6458.2,6473.2,6083.7,6458.0,6108.1,5376.4,5196.3,5155.3,14645.8,14621.3,9211.7,9075.1
Telemedellín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.5,1159.6,1240.0,1121.3,1428.5,1892.7,2552.5,4513.7,4454.7,3351.1,3232.1,3496.3,4610.9,3123.0,4013.1,3603.1,6876.3,6692.3,6942.8,6690.5,6895.5,7145.9,6848.2,6391.2,6617.5,6968.4,6811.2,5842.9,6965.3,6833.6,6440.2,9836.4,9841.7,9720.3,10600.7,9981.6,10402.4,10345.7,10686.7,10334.7,9822.5,10721.4,8434.4,8434.4,7933.1,8000.9,7690.1,7705.2,7315.7,7760.1,7340.1,6608.4,6834.5,6793.4,13769.1,13744.6,10516.6,10713.3
Industriales Metro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.4,213.5,1139.3,1121.1,502.7,1162.5,3123.7,3075.7,1967.9,1957.3,2106.3,3796.4,1757.7,2696.8,2328.3,7430.1,7246.1,7496.6,7244.3,7449.3,7699.7,7402.0,6945.0,7171.3,7522.2,7365.0,6396.7,7519.1,7387.4,6994.0,10390.2,10395.5,10274.1,11154.6,10535.4,10956.2,10899.5,11240.5,10888.5,10376.3,11275.2,8979.0,8979.0,8477.7,8403.9,8093.1,8108.2,7718.7,8163.1,7743.1,7011.4,7379.1,7338.1,12385.8,12361.4,10919.6,11257.9
MAMM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,404.2,439.9,1184.6,1844.4,3805.6,3757.7,2670.6,2639.2,2788.2,4428.0,2439.7,3378.8,3010.2,6694.9,6510.9,6761.5,6509.1,6714.1,6964.6,6666.9,6209.8,6436.1,6787.1,6629.8,5661.5,6783.9,6652.2,6258.9,9655.0,9660.4,9538.9,10419.4,9800.2,10221.1,10164.3,10505.3,10153.4,9641.1,10540.0,8245.5,8245.5,7744.2,7818.0,7507.2,7522.3,7132.8,7577.2,7157.2,6425.5,6645.6,6604.5,13088.5,13064.1,10333.7,10524.4
Río Aburrá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.9,907.6,690.6,1350.4,3311.6,3263.6,2138.6,2145.2,2294.2,3984.3,1945.6,2884.7,2516.2,7216.6,7032.6,7283.2,7030.8,7235.8,7486.2,7188.6,6731.5,6957.8,7308.8,7151.5,6183.2,7305.6,7173.9,6780.6,10176.7,10182.1,10060.6,10941.1,10321.9,10742.8,10686.0,11027.0,10675.1,10162.8,11061.7,8765.5,8765.5,8264.3,8338.0,8027.2,8042.3,7652.8,8097.3,7677.2,6945.5,7165.6,7124.6,12556.6,12532.1,10853.8,11044.5
Villa Carlota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.4,1578.4,2238.2,4199.4,4151.4,3064.5,3033.0,3182.0,4024.0,2833.4,3772.5,3404.0,6291.0,6106.9,6357.5,6105.1,6310.1,6560.6,6262.9,5805.8,6032.1,6383.1,6225.8,5257.5,6379.9,6248.2,5854.9,9251.0,9256.4,9135.0,10015.4,9396.2,9817.1,9760.3,10101.3,9749.4,9237.1,10136.0,7841.5,7841.5,7340.2,7414.0,7103.2,7118.3,6728.8,7173.2,6753.2,6021.5,6241.6,6200.6,13482.4,13457.9,9929.7,10120.4
Ciudad del Río,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.2,2215.0,4176.2,4117.2,3013.6,2894.6,3158.8,4525.0,2785.4,3675.6,3265.6,6792.0,6607.9,6858.5,6606.1,6811.1,7061.6,6763.9,6306.8,6533.2,6884.1,6726.8,5758.6,6881.0,6749.3,6355.9,9752.0,9757.4,9636.0,10516.4,9897.2,10318.1,10261.4,10602.4,10250.4,9738.2,10637.1,8342.5,8342.5,7841.3,7915.0,7604.2,7619.3,7229.8,7674.2,7254.2,6522.5,6742.6,6701.6,13431.6,13407.1,10430.8,10621.5
Industriales Metroplús,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.1,2691.3,2643.3,2241.8,1524.9,1673.9,3363.9,1325.3,2264.4,1895.9,7316.7,7127.6,7383.3,7574.6,7779.6,8030.0,7732.3,7275.3,7501.6,7852.5,7695.3,6727.0,7849.4,7717.7,7324.3,10114.8,10471.7,10547.2,11377.6,10844.1,11069.4,11172.6,11513.6,11111.6,10649.4,11102.2,8664.7,8664.7,8202.0,7977.7,7666.9,7681.9,7292.4,7736.9,7316.8,6585.2,7192.7,7174.5,12478.0,12453.5,10493.4,10935.9
Nutibara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.3,1925.6,1742.6,846.6,985.0,2675.0,595.2,1534.3,1195.3,7476.5,7376.5,7543.0,7935.9,8140.9,8397.2,8093.6,7752.0,7951.6,8400.4,8243.2,7172.6,8397.3,8265.6,7744.3,10155.5,10512.4,10587.9,11418.3,10884.8,11110.1,11213.3,11554.3,11152.3,10690.1,11143.0,8705.4,8705.4,8242.7,8018.4,7707.6,7722.6,7333.1,7777.6,7357.6,6625.9,7233.4,7337.0,12383.2,12358.8,10534.1,10976.6
Juan Pablo II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.2,3435.4,2687.3,1122.5,806.4,1545.4,1973.6,2272.9,6749.0,6649.0,6815.6,7208.5,7413.4,7669.8,7366.2,7024.6,7224.2,7673.0,7515.8,6445.2,7669.9,7538.2,7016.9,9428.1,9785.0,9860.5,10690.9,10157.4,10382.7,10485.8,10826.8,10424.9,9962.7,10415.5,7978.0,7978.0,7515.3,7290.9,6980.1,6995.2,6605.7,7050.2,6630.1,5898.4,6506.0,6609.6,13851.6,13827.1,9806.7,10249.2
Picacha la 76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2476.0,2071.2,1119.5,2737.3,1586.3,939.1,1336.5,8420.4,8320.4,8486.9,8879.8,9084.8,9341.1,9037.6,8696.0,8895.6,9344.4,9187.1,8116.5,9341.3,9209.6,8688.3,11099.5,11456.4,11531.8,12362.3,11828.7,12054.1,12157.2,12498.2,12096.3,11634.0,12086.9,9649.4,9649.4,9186.6,8962.3,8651.5,8666.6,8277.1,8721.5,8301.5,7569.8,8177.3,8280.9,12814.9,12790.4,11478.0,11920.6
Parques del río,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.1,2453.3,4213.1,1992.1,1649.3,1375.9,9035.9,8846.8,9102.4,9172.2,9377.2,9627.7,9330.0,8872.9,9099.2,9450.2,9292.9,8324.6,9447.0,9315.3,8922.0,11936.8,12293.7,12202.0,13082.5,12463.3,12884.2,12827.4,13168.4,12816.5,12304.2,12924.2,10486.7,10486.7,10023.9,9799.6,9488.8,9503.9,9114.4,9558.8,9138.8,8407.1,8934.7,8893.6,11182.1,11157.6,12315.3,12757.9
La 33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2171.8,3919.1,1698.1,1367.8,1066.8,8923.9,8823.9,8990.4,9383.3,9588.3,9844.6,9541.1,9199.5,9399.1,9847.9,9690.6,8620.0,9844.8,9713.1,9191.8,11603.0,11959.9,12035.3,12865.8,12332.2,12557.6,12660.7,13001.7,12599.8,12137.5,12590.4,10152.9,10152.9,9690.1,9465.8,9155.0,9170.1,8780.6,9225.0,8805.0,8073.3,8680.8,8784.4,11536.9,11512.4,11981.5,12424.1
Rosales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.5,540.6,865.8,1259.8,7719.7,7619.7,7786.2,8179.1,8384.1,8640.4,8336.9,7995.3,8194.9,8643.7,8486.4,7415.8,8640.6,8508.9,7987.5,10398.8,10755.6,10831.1,11661.6,11128.0,11353.4,11456.5,11797.5,11395.5,10933.3,11386.2,8948.7,8948.7,8485.9,8261.6,7950.8,7965.8,7576.4,8020.8,7600.8,6869.1,7476.6,7580.2,12743.8,12719.4,10777.3,11219.8
Maria Luisa Calle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2218.0,2644.1,2945.6,5942.8,5842.8,6009.3,6402.2,6607.2,6863.5,6560.0,6218.4,6418.0,6866.8,6709.5,5638.9,6863.7,6732.0,6210.6,8621.9,8978.7,9054.2,9884.7,9351.1,9576.5,9679.6,10020.6,9618.6,9156.4,9609.3,7171.8,7171.8,6709.0,6484.7,6173.9,6188.9,5799.5,6243.9,5823.9,5092.2,5699.7,5803.3,14522.1,14497.7,9000.4,9442.9
Unidad Deportiva de Belén,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.2,777.9,7596.1,7496.1,7662.6,8055.5,8260.5,8516.8,8213.2,7871.6,8071.2,8520.0,8362.8,7292.2,8516.9,8385.2,7863.9,10275.1,10632.0,10707.5,11537.9,11004.4,11229.7,11332.8,11673.9,11271.9,10809.7,11262.5,8825.0,8825.0,8362.3,8138.0,7827.2,7842.2,7452.7,7897.2,7477.1,6745.4,7353.0,7456.6,12520.5,12496.0,10653.7,11096.2
Bulerias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,8547.2,8447.2,8613.8,9006.6,9211.6,9468.0,9164.4,8822.8,9022.4,9471.2,9314.0,8243.3,9468.1,9336.4,8815.1,11226.3,11583.2,11658.7,12489.1,11955.6,12180.9,12284.0,12625.0,12223.1,11760.9,12213.7,9776.2,9776.2,9313.5,9089.1,8778.3,8793.4,8403.9,8848.4,8428.3,7696.6,8304.2,8407.8,11885.1,11860.6,11604.9,12047.4
Cafetero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8434.4,8334.4,8500.9,8893.8,9098.8,9355.1,9051.6,8710.0,8909.6,9358.4,9201.1,8130.5,9355.3,9223.6,8702.2,11113.5,11470.3,11545.8,12376.3,11842.7,12068.1,12171.2,12512.2,12110.2,11648.0,12100.9,9663.4,9663.4,9200.6,8976.3,8665.5,8680.5,8291.1,8735.5,8315.5,7583.8,8191.3,8294.9,11798.0,11773.5,11492.0,11934.5
Metro Envigado Sur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.1,66.5,459.4,664.4,920.7,617.2,782.4,881.8,924.0,1163.9,1015.9,1241.0,1455.7,660.1,3359.5,3385.7,3264.3,4144.7,3561.2,3946.4,3889.7,4230.7,3878.7,3366.5,4265.4,1902.0,1902.0,1400.7,1493.1,1778.1,1801.9,1412.4,1560.2,1428.1,1067.5,243.1,232.9,19394.8,19370.3,4317.2,4180.6
Metro Envigado Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.6,622.2,827.2,1083.5,780.0,598.3,697.7,1086.8,1179.8,902.6,1340.8,1271.6,490.4,3538.8,3554.8,3433.4,4313.9,3730.3,4115.6,4058.8,4399.8,4047.9,3535.6,4434.5,2081.3,2081.3,1580.0,1672.4,1957.4,1981.2,1591.7,1739.5,1607.4,967.5,422.4,412.2,19459.5,19435.0,4496.5,4359.9
Auxiliar Metro Envigado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.9,597.9,854.2,550.7,828.8,826.3,857.5,1097.4,1082.4,1174.5,1399.6,593.5,3426.0,3452.2,3330.8,4211.2,3627.7,4012.9,3956.2,4297.2,3945.2,3433.0,4331.9,1968.5,1968.5,1467.2,1559.6,1844.6,1868.4,1478.9,1626.7,1494.6,1134.0,309.6,299.4,19461.3,19436.8,4383.7,4247.1
La Ultima Estación,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.8,633.2,329.6,476.4,465.0,589.1,714.2,869.5,791.3,1038.0,216.2,3387.4,3380.5,3257.0,4137.5,3514.5,3939.2,3882.4,4223.4,3871.4,3359.2,4272.4,2174.4,2174.4,1987.3,2079.7,2364.7,2388.4,1999.0,2146.8,2014.7,1569.6,829.7,819.5,19515.3,19490.8,4903.7,4538.2
