NOMBRE ESTACION,Moravia,Universidad,Ruta N,Robledo,Campus Nacional,Dian Alpujarra,Distrito Creativo,Plaza de La Libertad,Parque de Las Luces II,Pies Descalzos I,Area Metropolitana,Plaza Mayor,Parque de Las Luces I,Pies Descalzos II,Málaga,Palacé,Museo de Antioquia,San Antonio,Parque Berrio,Palacio de la Cultura,SIU-UdeA,Primer Parque de Laureles,Otra Banda,Parque San Joaquín,Florida Nueva,Cacique Candela,María Mulata,Circular Primera,Batallón,Calle 51 Los Colores,Segundo Parque de Laureles,San Joaquín,Orquídeas,Santa Teresita,La 65,San Pedro y San Pablo,Parque de Los Mangos,Pedro Nel Gómez,Estadio,Suramericana,Colombia,San Juan,UPB,Los Colores,Floresta,Parque de los Enamorados,Salazar y Herrera,Unicentro,Calle 19A Villa Carlota,Politécnico,Telemedellín,Industriales Metro,MAMM,Río Aburrá,Villa Carlota,Ciudad del Río,Industriales Metroplús,Nutibara,Juan Pablo II,Picacha la 76,Parques del río,La 33,Rosales,Maria Luisa Calle,Unidad Deportiva de Belén,Bulerias,Cafetero,Metro Envigado Sur,Metro Envigado Norte,Auxiliar Metro Envigado,La Ultima Estación,Pista de Patinaje,Villas de Vallejuelos,Iglesia Alcalá,Los Urapanes,Parque Débora Arango,Porton de Alcalá,El MUA,Viva Envigado,Guanteros,Envigado Centro,Puente fundadores,Sabaneta Metro,Las Vegas 69 Sur,Santa Ana,Calle Nueva,La Barquereña,Entre amigos,Sabaneta Centro,Aves María,Biblioteca Sabaneta,Parque 4 Elementos,Puente de la 77 Sur,Metro Itaguí I,Metro Itaguí II,Bahía Ciclovia,Ideas,Parque Itaguí,Metróplus Cami,Doña María,Los Naranjos,Villa Paula,Parque el Artista,Puente pan de Queso I,Puente pan de Queso II,Metro Bello,Parque Bello,Paraná,San Cayetano
SIU-UdeA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4296.3,1874.9,3558.8,3347.8,4726.8,4023.4,4433.9,3801.6,3846.6,4691.8,3542.0,3461.4,4853.4,2859.6,3889.0,3210.2,4611.8,3092.5,2475.5,2101.6,3483.6,3948.5,2696.6,4200.0,2546.8,2909.0,3980.9,4845.3,5823.7,5026.5,3534.0,4232.7,3736.4,4626.6,4608.4,3780.1,4313.6,6248.5,5409.5,2974.6,3916.4,5140.5,6916.6,4719.3,4336.5,3999.6,10887.8,10703.7,10954.3,10701.9,10906.9,11157.4,10859.7,10402.6,10628.9,10979.9,10822.6,9854.3,10976.7,10845.0,10451.7,13818.5,13853.2,13731.8,14612.2,13993.0,14413.9,14357.1,14698.1,14346.2,13833.9,14732.8,12368.4,12368.4,11905.7,11681.3,11370.5,11385.6,10996.1,11440.6,11020.5,10288.8,10835.2,10794.2,8947.0,8922.5,14197.1,14639.6
Primer Parque de Laureles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507.3,876.0,1068.9,493.0,657.5,624.9,2244.9,2427.0,447.6,992.5,2326.7,687.7,1467.6,1658.9,1278.2,442.0,1357.8,1856.5,2315.7,866.8,600.7,2210.8,1891.6,1996.7,2262.8,1352.3,5011.1,5510.4,5062.4,3640.1,4268.6,3772.3,4662.5,4644.2,3290.1,2579.8,3084.8,2075.6,1902.0,2104.6,1976.7,3752.8,2049.2,1162.8,1443.8,9596.4,9496.4,9662.9,10055.8,10260.8,10517.1,10213.6,9871.9,10071.6,10520.3,10363.1,9292.5,10517.2,10385.5,9864.2,12275.5,12632.3,12707.8,13538.2,13004.7,13230.1,13333.2,13674.2,13272.2,12810.0,13262.9,10825.3,10825.3,10362.6,10138.3,9827.5,9842.5,9453.1,9897.5,9477.5,8745.8,9353.3,9456.9,11851.2,11826.7,12654.0,13096.5
Otra Banda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1767.7,1551.9,2930.9,2227.5,2681.1,2003.8,2048.8,2895.9,1796.8,1630.8,3057.5,1063.7,2091.2,1510.4,2815.9,1296.6,679.6,258.9,1690.4,2152.6,866.1,2402.1,748.9,1078.4,2299.9,4712.3,5537.7,4740.5,3248.0,3946.7,3450.3,4340.5,4322.3,3139.4,2986.5,4531.2,3684.9,1470.2,2511.2,3423.1,5199.2,3170.6,2619.1,2560.3,10234.4,10045.3,10300.9,10415.9,10620.8,10871.3,10573.6,10116.6,10342.9,10693.8,10536.5,9568.3,10690.7,10559.0,10165.6,13127.9,13484.8,13445.7,14326.1,13707.0,14082.5,14071.1,14412.1,14060.1,13547.9,14115.3,11677.8,11677.8,11215.1,10990.8,10680.0,10695.0,10305.5,10750.0,10329.9,9598.2,10133.1,10092.1,9736.9,9712.5,13506.5,13949.0
Parque San Joaquín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.2,1305.5,1326.7,917.2,2622.6,2797.3,1309.1,363.0,2643.7,1432.1,707.1,2036.6,460.1,1304.0,1101.7,1219.9,1599.0,582.4,392.5,1929.2,2320.7,1467.7,1996.3,917.0,4401.7,5188.7,4453.0,3030.7,3659.2,3162.8,4053.0,4034.8,2680.7,1970.4,3093.0,2246.0,1084.0,1495.2,1984.9,3761.0,1732.4,1180.9,1122.1,9274.7,9174.7,9341.2,9734.1,9939.1,10195.4,9891.9,9550.2,9749.8,10198.6,,8970.8,10195.5,10063.8,9542.5,11953.8,12310.6,12386.1,13216.5,12683.0,12908.3,13011.5,13352.5,12950.5,12488.3,12941.2,10503.6,10503.6,10040.9,9816.6,9505.8,9520.8,9131.4,9575.8,9155.8,8424.1,9031.6,9135.2,11134.4,11110.0,12332.3,12774.8
Florida Nueva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.7,717.6,1412.9,1496.1,1678.2,1435.3,1444.2,1577.9,1675.4,1157.7,910.1,1458.4,1333.9,339.0,878.1,1337.2,637.5,1015.1,1204.3,1194.3,1018.2,1239.3,1969.3,5211.9,6058.7,5263.1,3849.4,4469.3,3973.0,4863.2,4845.0,3615.2,3005.6,3856.1,2898.6,1845.1,2530.3,2748.0,4524.1,2778.7,1934.0,2168.4,10321.0,10221.0,10387.5,10780.4,10985.4,11241.7,10938.2,10596.5,10796.1,11214.8,11057.5,10017.1,11211.7,11080.0,10588.8,13000.1,13356.9,13432.4,14262.8,13729.3,13954.6,14057.8,14398.8,13996.8,13534.6,13987.5,11549.9,11549.9,11087.2,10862.9,10552.1,10567.1,10177.7,10622.1,10202.1,9470.4,10077.9,10181.5,10872.7,10848.2,13378.6,13821.1
Cacique Candela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.6,864.4,2558.1,2740.1,340.4,1256.1,2639.8,496.6,1731.1,1972.1,1541.7,441.2,1621.4,2120.1,2579.3,1130.3,864.2,2474.4,2038.7,2260.2,2526.4,1224.4,4912.2,5379.6,4963.5,3541.2,4169.7,3673.4,4563.6,4545.3,3181.4,2460.2,2905.2,1869.7,2165.6,2005.7,1797.2,3573.3,1869.7,983.2,1315.9,9465.6,9365.6,9532.1,9925.0,10130.0,10386.3,10082.8,9741.1,9940.8,10389.5,10232.3,9161.7,10386.5,10254.7,9733.4,12144.7,12501.5,12577.0,13407.4,12873.9,13099.3,13202.4,13543.4,13141.4,12679.2,13132.1,10694.5,10694.5,10231.8,10007.5,9696.7,9711.7,9322.3,9766.7,9346.7,8615.0,9222.5,9326.1,12114.7,12090.2,12523.2,12965.7
María Mulata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.8,1779.3,1961.3,1010.0,1583.2,1861.0,1250.1,1354.4,1193.3,1597.4,744.6,984.0,1523.1,1982.2,776.5,1154.1,1789.1,1386.0,1663.2,1820.8,2006.1,5362.9,6164.3,5414.1,4000.4,4620.3,4124.0,5014.2,4996.0,3766.2,3144.6,3738.7,2552.9,1996.1,2669.3,2630.6,4406.7,2703.1,1816.6,2097.7,10250.3,10150.3,10316.8,10709.7,10914.7,11171.0,10867.4,10525.8,10725.4,11174.2,11017.0,9946.4,11171.1,11039.4,10518.1,12929.3,13286.2,13361.7,14192.1,13658.6,13883.9,13987.0,14328.1,13926.1,13463.9,13916.7,11479.2,11479.2,11016.5,10792.1,10481.4,10496.4,10106.9,10551.4,10131.3,9399.6,10007.2,10110.8,11517.7,11493.2,13307.9,13750.4
Circular Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2686.0,2868.0,718.3,935.0,2767.8,705.4,1606.8,2100.0,1266.7,777.3,1562.2,2029.6,2488.8,1069.9,629.5,2415.1,2380.8,2173.0,2476.4,748.1,4435.9,4906.2,4487.2,3064.9,3693.4,3197.1,4087.3,4069.1,2705.2,1983.9,2480.6,1523.1,1840.8,1529.4,1372.5,3148.6,1445.0,558.6,839.6,8992.2,8892.2,9058.7,9451.6,9656.6,9912.9,9609.4,9267.8,9467.4,9916.2,9758.9,8688.3,9913.1,9781.4,9260.0,11671.3,12028.1,12103.6,12934.1,12400.5,12625.9,12729.0,13070.0,12668.0,12205.8,12658.7,10221.2,10221.2,9758.4,9534.1,9223.3,9238.3,8848.9,9293.3,8873.3,8141.6,8749.1,8852.7,12024.2,11999.7,12049.8,12492.3
Batallón,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.3,2285.3,2879.5,916.0,2579.6,2524.6,598.8,2893.8,1958.5,1590.3,2140.4,1777.0,2072.9,2450.5,1369.0,567.5,1387.0,1232.0,3404.7,6578.8,7414.7,6617.5,5125.0,5823.7,5327.4,6217.6,6199.3,4982.1,4440.9,5144.6,3766.9,3212.0,3965.7,4036.5,5812.6,4109.0,3222.6,3525.3,11677.9,11577.9,11744.4,12137.3,12342.3,12598.6,12295.0,11953.4,12153.0,12570.9,12413.6,11374.0,12567.7,12436.0,11945.7,14356.9,14713.8,14789.3,15619.7,15086.2,15311.5,15414.7,15755.7,15353.7,14891.5,15344.3,12906.8,12906.8,12444.1,12219.8,11909.0,11924.0,11534.5,11979.0,11558.9,10827.3,11434.8,11538.4,10894.6,10870.1,14735.5,15178.0
Calle 51 Los Colores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591.2,3088.7,953.1,2885.5,2598.4,779.0,3045.1,2264.4,1765.8,2214.2,1830.0,2248.1,2659.7,1406.1,724.1,1460.7,1269.1,3613.8,6659.0,7484.4,6687.1,5194.7,5893.3,5397.0,6287.2,6269.0,5071.6,4565.9,5450.5,4072.7,3301.5,4090.7,4342.4,6118.5,4414.9,3528.4,3812.9,11964.5,11864.5,12031.0,12362.5,12567.5,12818.0,12520.3,12063.2,12289.5,12640.5,12483.2,11514.9,12637.4,12505.7,12112.3,14643.6,15000.5,15075.9,15906.4,15372.8,15598.2,15701.3,16042.3,15640.4,15178.1,15631.0,13193.5,13193.5,12730.7,12506.4,12195.6,12210.7,11821.2,12265.6,11845.6,11113.9,11721.4,11825.0,10557.7,10533.2,15022.1,15464.7
Segundo Parque de Laureles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.6,2662.0,413.1,1900.6,1917.5,1711.2,289.8,1712.5,2251.5,2710.7,1288.8,1033.7,2577.8,1887.3,2391.7,2612.8,1491.9,5179.7,5647.6,5231.0,3808.7,4437.2,3940.9,4831.1,4812.8,3448.9,2727.7,3173.2,1766.6,2335.1,2273.2,2065.2,3841.3,2137.7,1251.2,1583.4,9733.6,9633.6,9800.1,10193.0,10398.0,10654.3,10350.8,10009.2,10208.8,10657.5,10500.3,9429.7,10654.5,10522.7,10001.4,12412.7,12769.5,12845.0,13675.4,13141.9,13367.3,13470.4,13811.4,13409.4,12947.2,13400.1,10962.6,10962.6,10499.8,10275.5,9964.7,9979.7,9590.3,10034.7,9614.7,8883.0,9490.5,9594.1,12246.2,12221.7,12791.2,13233.7
San Joaquín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2944.4,1541.6,733.1,2312.4,331.8,1413.5,1402.4,1245.8,1624.9,883.0,446.5,2217.3,2596.5,1845.5,2297.0,559.1,4048.6,4830.8,4099.9,2677.5,3306.1,2809.7,3699.9,3681.7,2327.6,1617.3,2735.1,1888.1,951.3,1142.1,1627.0,3403.1,1374.5,823.0,764.2,8916.8,8816.8,8983.3,9376.2,9581.2,9837.5,9533.9,9192.3,9391.9,9840.7,9683.5,8612.9,9837.6,9705.9,9184.6,11595.8,11952.7,12028.2,12858.6,12325.1,12550.4,12653.6,12994.6,12592.6,12130.4,12583.3,10145.7,10145.7,9683.0,9458.7,9147.9,9162.9,8773.4,9217.9,8797.9,8066.2,8673.7,8777.3,11152.3,11127.9,11974.4,12416.9
Orquídeas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079.1,2080.5,1125.1,2527.2,2641.6,1458.6,1696.3,1218.8,1908.3,2359.9,611.1,1479.5,1087.2,505.3,3314.1,6105.6,6931.0,6133.8,4641.3,5340.0,4843.7,5733.8,5715.6,4533.3,4048.1,5324.9,4367.4,2783.4,3572.8,4216.9,5993.0,4123.5,3402.9,3513.2,11510.4,11410.4,11576.9,11809.2,12014.2,12264.6,11966.9,11509.9,11736.2,12087.1,11929.9,10961.6,12084.0,11952.3,11558.9,14189.5,14546.4,14621.9,15452.3,14918.8,15144.1,15247.2,15588.2,15186.3,14724.0,15176.9,12739.4,12739.4,12276.6,12052.3,11741.5,11756.6,11367.1,11811.5,11391.5,10659.8,11267.4,11371.0,10471.7,10447.3,14568.0,15010.6
Santa Teresita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.4,2255.8,1873.6,628.0,1962.7,2461.4,2920.6,1471.6,1178.7,2815.7,2222.7,2601.5,2867.7,1335.8,5023.6,5445.1,5074.9,3652.6,4281.1,3784.8,4675.0,4656.7,3257.5,2531.2,2804.8,1409.0,2428.5,2117.1,1682.7,3466.2,1935.2,1048.7,1424.5,9402.4,9302.4,9468.9,9861.8,10066.8,10323.1,10019.6,9677.9,9877.5,10326.3,10169.1,9098.5,10323.2,10191.5,9670.2,12081.5,12438.3,12513.8,13344.2,12810.7,13036.0,13139.2,13480.2,13078.2,12616.0,13068.9,10631.3,10631.3,10168.6,9944.3,9633.5,9648.5,9259.1,9703.5,9283.5,8551.8,9159.3,9262.9,12456.0,12431.5,12460.0,12902.5
La 65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.6,446.7,1775.7,994.2,512.8,891.9,626.7,1096.5,1484.2,2249.4,1213.6,1696.5,1281.0,4070.4,4917.2,4121.6,2707.9,3327.8,2831.5,3721.7,3703.5,2473.7,1967.5,3467.5,2621.2,703.6,1492.3,2359.4,4135.5,2106.9,1555.4,1496.6,9429.9,9329.9,9496.4,9795.3,10000.3,10250.8,9953.1,9496.1,9722.4,10073.3,9916.0,8947.8,10070.2,9938.5,9545.1,12109.0,12465.9,12541.3,13371.8,12838.2,13063.6,13166.7,13507.7,13105.8,12643.5,13096.4,10658.9,10658.9,10196.1,9971.8,9661.0,9676.1,9286.6,9731.0,9311.0,8579.3,9186.8,9290.4,10427.3,10402.9,12487.5,12930.1
San Pedro y San Pablo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324.0,1607.4,1043.4,1651.0,1856.5,1503.1,1880.7,1458.3,362.6,1449.7,1336.8,2834.8,6031.9,6878.7,6083.1,4669.4,5289.3,4793.0,5683.2,5665.0,4435.2,3871.1,4721.6,3415.8,2665.1,3395.8,3613.6,5389.7,3644.2,2799.6,3033.9,11186.5,11086.5,11253.0,11645.9,11850.9,12107.3,11803.7,11457.5,11661.7,12034.8,11877.5,10882.6,12031.7,11900.0,11454.4,13865.6,14222.5,14297.9,15128.4,14594.8,14820.2,14923.3,15264.3,14862.4,14400.1,14853.0,12415.5,12415.5,11952.7,11728.4,11417.6,11432.7,11043.2,11487.6,11067.6,10335.9,10943.4,11047.0,11221.9,11197.4,14244.1,14686.7
Parque de Los Mangos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655.9,1336.1,944.3,1322.4,816.8,777.9,1914.8,2555.1,1645.2,2127.1,875.5,4007.8,4854.5,4059.0,2630.0,3265.2,2768.9,3659.1,3640.9,2286.7,1576.5,3051.5,2209.1,625.7,1101.2,1943.5,3719.6,1691.0,1139.5,1080.6,9038.8,8938.8,9105.3,9498.2,9703.2,9959.6,9656.0,9314.4,9514.0,9962.8,9805.5,8734.9,9959.7,9828.0,9306.7,11717.9,12074.8,12150.3,12980.7,12447.2,12672.5,12775.6,13116.6,12714.7,12252.4,12705.3,10267.8,10267.8,9805.0,9580.7,9269.9,9285.0,8895.5,9339.9,8919.9,8188.2,8795.8,8899.3,10847.0,10822.5,12096.4,12539.0
Pedro Nel Gómez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.2,2034.2,2493.4,1127.9,1110.4,2300.2,1796.3,2174.4,2331.9,1870.4,5520.9,6028.5,5572.2,4149.8,4778.4,4282.0,5172.2,5154.0,3799.9,3089.6,3602.9,2258.3,2285.9,2614.4,2494.8,4270.9,2567.3,1680.9,1961.9,10114.5,10014.5,10181.0,10573.9,10778.9,11035.2,10731.6,10390.0,10589.6,11038.4,10881.2,9810.6,11035.3,10903.6,10382.3,12793.5,13150.4,13225.9,14056.3,13522.8,13748.1,13851.3,14192.3,13790.3,13328.1,13781.0,11343.4,11343.4,10880.7,10656.4,10345.6,10360.6,9971.1,10415.6,9995.6,9263.9,9871.4,9975.0,12028.8,12004.4,13172.1,13614.6
Estadio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.6,1127.1,553.9,1005.5,939.2,1309.1,766.5,1000.5,1959.7,5045.5,5892.2,5096.7,3683.0,4302.9,3806.6,4696.8,4678.6,3448.8,2938.3,3957.9,3000.4,1678.7,2463.0,2849.8,4625.9,2769.1,2035.9,2158.8,10311.4,10211.4,10377.9,10770.4,10975.4,11225.9,10928.2,10471.1,10697.4,11048.4,10891.1,9922.8,11045.2,10913.5,10520.2,12990.4,13347.3,13422.8,14253.2,13719.7,13945.0,14048.2,14389.2,13987.2,13525.0,13977.8,11540.3,11540.3,11077.6,10853.3,10542.5,10557.5,10168.0,10612.5,10192.4,9460.8,10068.3,10171.9,10662.6,10638.1,13369.0,13811.5
Suramericana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.6,1068.9,1520.5,1020.9,1914.8,749.8,1233.2,1793.7,4582.7,5429.5,4633.9,3220.2,3840.1,3343.8,4234.0,4215.8,2986.0,2480.3,3980.2,3133.9,1215.9,2005.0,2872.1,4648.3,2619.6,2068.1,2009.3,9942.6,9842.6,10009.2,10307.6,10512.6,10763.1,10465.4,10008.3,10234.6,10585.6,10428.3,9460.0,10582.5,10450.7,10057.4,12621.7,12978.6,13054.1,13884.5,13351.0,13576.3,13679.4,14020.4,13618.5,13156.3,13609.1,11171.6,11171.6,10708.9,10484.5,10173.7,10188.8,9799.3,10243.8,9823.7,9092.0,9699.6,9803.2,10068.0,10043.6,13000.3,13442.8
Colombia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.6,1980.7,629.4,2172.9,519.7,841.7,2172.8,4917.0,5742.3,4945.1,3452.6,4151.3,3655.0,4545.2,4527.0,3344.7,2859.4,4359.3,3513.1,1594.7,2384.1,3251.3,5027.4,2998.7,2447.3,2388.4,10321.8,10221.8,10388.3,10620.5,10825.5,11075.9,10778.3,10321.2,10547.5,10898.5,10741.2,9772.9,10895.3,10763.6,10370.3,13000.8,13357.7,13433.2,14263.6,13730.1,13955.4,14058.5,14399.6,13997.6,13535.4,13988.2,11550.7,11550.7,11088.0,10863.7,10552.9,10567.9,10178.4,10622.9,10202.8,9471.1,10078.7,10182.3,9551.9,9527.5,13379.4,13821.9
San Juan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.2,1381.3,1772.9,1167.2,1448.5,1440.3,4592.4,5439.2,4643.6,3229.9,3849.8,3353.5,4243.7,4225.5,2995.7,2402.6,3460.9,2503.4,1225.6,1927.4,2352.9,4129.0,2249.7,1538.9,1639.4,9792.0,9692.0,9858.5,10251.4,10456.4,10712.7,10409.2,10018.0,10244.3,10595.3,10438.0,9469.7,10592.2,10460.4,10059.8,12471.1,12827.9,12903.4,13733.9,13200.3,13425.7,13528.8,13869.8,13467.9,13005.6,13458.5,11021.0,11021.0,10558.2,10333.9,10023.1,10038.2,9648.7,10093.1,9673.1,8941.4,9548.9,9652.5,11021.7,10997.2,12849.6,13292.1
UPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893.2,2259.9,1577.2,1960.4,991.8,4508.9,5257.5,4560.1,3137.8,3766.3,3270.0,4160.2,4142.0,2787.8,2077.6,3103.2,2145.7,1381.0,1602.3,1995.1,3771.2,1801.2,1181.2,1190.9,9343.5,9243.5,9410.0,9802.9,10007.9,10264.2,9960.6,9619.0,9818.6,10267.4,10110.2,9039.6,10264.3,10132.6,9611.3,12022.5,12379.4,12454.9,13285.3,12751.8,12977.1,13080.3,13421.3,13019.3,12557.1,13009.9,10572.4,10572.4,10109.7,9885.4,9574.6,9589.6,9200.1,9644.6,9224.5,8492.9,9100.4,9204.0,11428.5,11404.0,12401.1,12843.6
Los Colores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777.2,539.8,239.7,2781.0,5525.2,6350.6,5553.3,4060.9,4759.5,4263.2,5153.4,5135.2,3952.9,3467.6,4794.1,3836.6,2203.0,2992.4,3686.1,5462.2,3592.7,2872.1,2982.4,10930.0,10830.0,10996.5,11228.7,11433.7,11684.2,11386.5,10929.4,11155.7,11506.7,11349.4,10381.1,11503.6,11371.9,10978.5,13609.1,13965.9,14041.4,14871.8,14338.3,14563.7,14666.8,15007.8,14605.8,14143.6,14596.5,12158.9,12158.9,11696.2,11471.9,11161.1,11176.1,10786.7,11231.1,10811.1,10079.4,10686.9,10790.5,9998.9,9974.4,13987.6,14430.1
Floresta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.8,1691.2,3050.7,6300.1,7146.9,6351.4,4937.7,5557.6,5061.3,5951.5,5933.3,4703.5,4086.9,4790.6,3412.9,2933.3,3611.7,3682.5,5458.6,3755.0,2868.6,3171.3,11261.9,11161.9,11328.4,11721.3,11926.3,12182.7,11879.1,11537.5,11737.1,12185.9,12028.7,10958.0,12182.8,12051.1,11529.8,13941.0,14297.9,14373.4,15203.8,14670.3,14895.6,14998.7,15339.7,14937.8,14475.5,14928.4,12490.9,12490.9,12028.1,11803.8,11493.0,11508.1,11118.6,11563.0,11143.0,10411.3,11018.9,11122.5,11269.4,11234.5,14319.5,14762.1
